name	kind	volume	chapter_code	chapter_title	label	source_path
Reflection	proposition	VIII	VIII/03	Degree of Maps	prop:viii03-reflection	books/vol08_algebraic_topology/chapters/ch03_degree_of_maps/chapter.tex
Regular and singular points	definition	VI	VI/32	Tangent Spaces and Local Geometry	def:vi32-regular-point	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex
Regular covering	definition	VIII	VIII/12	Deck Transformations and Group Actions	def:viii12-regular	books/vol08_algebraic_topology/chapters/ch12_deck_transformations_and_group_actions/chapter.tex
Regular curve	definition	VII	VII/12	Regular Curves	def:vii12-regular	books/vol07_differential_geometry/chapters/ch12_regular_curves/chapter.tex
Regular level-set theorem	theorem	VII	VII/06	Submanifolds and Products	thm:vii06-regular-level	books/vol07_differential_geometry/chapters/ch06_submanifolds_and_products/chapter.tex
Regular local ring	definition	VI	VI/32	Tangent Spaces and Local Geometry	def:vi32-regular-local	books/vol06_algebraic_geometry/chapters/ch32_tangent_spaces_and_local_geometry/chapter.tex
Regular locus	proposition	VI	VI/27	Integral Schemes and Function Fields	prop:vi27-regular-locus	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex
Regular parametrized patch	definition	VII	VII/14	Regular Surfaces	def:vii14-patch	books/vol07_differential_geometry/chapters/ch14_regular_surfaces/chapter.tex
Regular reparametrization	definition	VII	VII/12	Regular Curves	def:vii12-reparam	books/vol07_differential_geometry/chapters/ch12_regular_curves/chapter.tex
Regular surface	definition	VII	VII/14	Regular Surfaces	def:vii14-regular-surface	books/vol07_differential_geometry/chapters/ch14_regular_surfaces/chapter.tex
Regular value	definition	VII	VII/06	Submanifolds and Products	def:vii06-regular-value	books/vol07_differential_geometry/chapters/ch06_submanifolds_and_products/chapter.tex
Regularity criterion	proposition	VII	VII/18	Ruled and Developable Surfaces	prop:vii18-regularity	books/vol07_differential_geometry/chapters/ch18_ruled_and_developable_surfaces/chapter.tex
Relations among coordinates	proposition	VI	VI/03	Coordinate Rings	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch03_coordinate_rings/chapter.tex
Relative cell decomposition	theorem	VIII	VIII/18	Cellular Homology	thm:viii18-relative-cells	books/vol08_algebraic_topology/chapters/ch18_cellular_homology/chapter.tex
Relative chain complex	proposition	VIII	VIII/19	Relative Homology and Exact Sequences	prop:viii19-relative-complex	books/vol08_algebraic_topology/chapters/ch19_relative_homology_and_exact_sequences/chapter.tex
Relative chain group	definition	VIII	VIII/19	Relative Homology and Exact Sequences	def:viii19-relative-chain	books/vol08_algebraic_topology/chapters/ch19_relative_homology_and_exact_sequences/chapter.tex
Relative cohomology	definition	VIII	VIII/28	Cohomology	def:viii28-relative	books/vol08_algebraic_topology/chapters/ch28_cohomology/chapter.tex
Relative homology	definition	VIII	VIII/19	Relative Homology and Exact Sequences	def:viii19-relative-homology	books/vol08_algebraic_topology/chapters/ch19_relative_homology_and_exact_sequences/chapter.tex
Relative quotient theorem	theorem	VIII	VIII/19	Relative Homology and Exact Sequences	thm:viii19-quotient	books/vol08_algebraic_topology/chapters/ch19_relative_homology_and_exact_sequences/chapter.tex
Relative zero locus	definition	VI	VI/02	The Zariski Topology	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch02_zariski_topology/chapter.tex
Removing codimension at least two	corollary	VI	VI/41	Divisor Class Groups	cor:vi41-codim-two-invariance	books/vol06_algebraic_geometry/chapters/ch41_divisor_class_groups/chapter.tex
Reparameterization invariance	theorem	IV	IV/04	Complex Integration	thm:iv04-01	books/vol04_complex_analysis/chapters/ch04_complex_integration/chapter.tex
Reparametrization	theorem	VII	VII/14	Regular Surfaces	thm:vii14-reparam	books/vol07_differential_geometry/chapters/ch14_regular_surfaces/chapter.tex
Reparametrization invariance	proposition	VII	VII/20	Riemannian Metrics	prop:vii20-length-invariance	books/vol07_differential_geometry/chapters/ch20_riemannian_metrics/chapter.tex
Residue characteristic	proposition	VI	VI/21	Schemes and Their Points	prop:vi21-residue-characteristic	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex
Residue field	definition	VI	VI/11	Local Rings and Residue Fields	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch11_local_rings_residue_fields/chapter.tex
Residue field identification	theorem	V	V/08	Local Rings and Localization at Primes	thm:v08-03	books/vol05_commutative_algebra/chapters/ch08_local_rings_and_localization_at_primes/chapter.tex
Residue formula	theorem	IV	IV/19	The Gamma Function	thm:iv19-03	books/vol04_complex_analysis/chapters/ch19_the_gamma_function/chapter.tex
Residue sum theorem	theorem	IV	IV/28	Elliptic Functions	thm:iv28-01	books/vol04_complex_analysis/chapters/ch28_elliptic_functions/chapter.tex
Residue theorem	theorem	IV	IV/10	Residues and the Residue Theorem	thm:iv10-01	books/vol04_complex_analysis/chapters/ch10_residues_and_the_residue_theorem/chapter.tex
Residue-field functoriality	proposition	VI	VI/21	Schemes and Their Points	prop:vi21-residue-functoriality	books/vol06_algebraic_geometry/chapters/ch21_schemes_and_points/chapter.tex
Resolution by the base ideal	theorem	VI	VI/45	Blow-Ups	thm:vi45-base-ideal-resolution	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex
Resolution of the standard Cremona map	theorem	VI	VI/45	Blow-Ups	thm:vi45-resolve-cremona	books/vol06_algebraic_geometry/chapters/ch45_blow_ups/chapter.tex
Resolution preview for the standard map	proposition	VI	VI/44	Cremona Transformations	prop:vi44-resolution-preview	books/vol06_algebraic_geometry/chapters/ch44_cremona_transformations/chapter.tex
Resolvent diagonalization	theorem	III	III/28	Spectral and Transform Methods for PDE	thm:iii28-03	books/vol03_fourier_distributions_pde/chapters/ch28_spectral_and_transform_methods_for_pde/chapter.tex
Restricted holonomy	definition	VII	VII/25	Holonomy	def:vii25-restricted	books/vol07_differential_geometry/chapters/ch25_holonomy/chapter.tex
Restricted presheaf	definition	VI	VI/12	Presheaves	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch12_presheaves/chapter.tex
Restriction	proposition	VI	VI/40	Cartier Divisors	prop:vi40-restriction	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex
Restriction	proposition	VII	VII/02	Smooth Structures and Atlases	prop:vii02-restrictions	books/vol07_differential_geometry/chapters/ch02_smooth_structures_and_atlases/chapter.tex
Restriction	proposition	VIII	VIII/10	Covering Spaces	prop:viii10-restriction	books/vol08_algebraic_topology/chapters/ch10_covering_spaces/chapter.tex
Restriction across divisors	proposition	VI	VI/42	Line Bundles and Picard Groups	prop:vi42-restriction-divisors	books/vol06_algebraic_geometry/chapters/ch42_line_bundles_and_picard_groups/chapter.tex
Restriction to an open subset	proposition	VI	VI/39	Weil Divisors	prop:vi39-restriction	books/vol06_algebraic_geometry/chapters/ch39_weil_divisors/chapter.tex
Restriction to opens	theorem	VI	VI/28	Normalization	thm:vi28-open-restriction	books/vol06_algebraic_geometry/chapters/ch28_normalization/chapter.tex
Restriction to time intervals	proposition	VIII	VIII/01	Homotopies of Maps	prop:viii01-restrict-time	books/vol08_algebraic_topology/chapters/ch01_homotopies_of_maps/chapter.tex
Retraction	definition	VIII	VIII/02	Homotopy Equivalence and Contractibility	def:viii02-retraction	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
Ricci tensor	definition	VII	VII/27	Ricci and Scalar Curvature	def:vii27-ricci	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex
Riemann mapping theorem	theorem	IV	IV/17	Conformal Mapping	thm:iv17-riemann-mapping	books/vol04_complex_analysis/chapters/ch17_conformal_mapping/chapter.tex
Riemann removable singularity theorem	theorem	IV	IV/09	Isolated Singularities	thm:iv09-02	books/vol04_complex_analysis/chapters/ch09_isolated_singularities/chapter.tex
Riemann symmetries	theorem	VII	VII/26	The Riemann Curvature Tensor	thm:vii26-symmetries	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex
Riemann tensor	definition	VII	VII/26	The Riemann Curvature Tensor	def:vii26-rm4	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex
Riemann--Hurwitz formula	theorem	IV	IV/26	Compactification and Genus	thm:iv26-02	books/vol04_complex_analysis/chapters/ch26_compactification_and_genus/chapter.tex
Riemann--Lebesgue compatibility \proofstatus{used without full proof}	theorem	II	II/10	Riemann Integration	thm:ii10-riemann-lebesgue-compat	books/vol02_real_analysis/chapters/ch10_riemann_integration/chapter.tex
Riemann--Lebesgue lemma	theorem	III	III/11	The Fourier Transform	thm:iii11-02	books/vol03_fourier_distributions_pde/chapters/ch11_the_fourier_transform/chapter.tex
Riemannian density	definition	VII	VII/20	Riemannian Metrics	def:vii20-density	books/vol07_differential_geometry/chapters/ch20_riemannian_metrics/chapter.tex
Riemannian distance	definition	VII	VII/20	Riemannian Metrics	def:vii20-distance	books/vol07_differential_geometry/chapters/ch20_riemannian_metrics/chapter.tex
Riemannian isometry	definition	VII	VII/20	Riemannian Metrics	def:vii20-isometry	books/vol07_differential_geometry/chapters/ch20_riemannian_metrics/chapter.tex
Riemannian metric	definition	VII	VII/20	Riemannian Metrics	def:vii20-metric	books/vol07_differential_geometry/chapters/ch20_riemannian_metrics/chapter.tex
Right action	definition	VII	VII/08	Principal and Frame Bundles	def:vii08-right-action	books/vol07_differential_geometry/chapters/ch08_principal_and_frame_bundles/chapter.tex
Right exactness of tensor	theorem	V	V/10	Tensor Products	thm:v10-03	books/vol05_commutative_algebra/chapters/ch10_tensor_products/chapter.tex
Root from logarithm	theorem	IV	IV/14	Branches of the Logarithm and Roots	thm:iv14-03	books/vol04_complex_analysis/chapters/ch14_branches_of_the_logarithm_and_roots/chapter.tex
Rouché theorem	theorem	IV	IV/13	Rouché's Theorem	thm:iv13-01	books/vol04_complex_analysis/chapters/ch13_rouch_s_theorem/chapter.tex
Ruled surface	definition	VII	VII/18	Ruled and Developable Surfaces	def:vii18-ruled	books/vol07_differential_geometry/chapters/ch18_ruled_and_developable_surfaces/chapter.tex
Saturation does not change Proj	theorem	VI	VI/37	Projective Morphisms and Closed Embeddings	thm:vi37-saturation	books/vol06_algebraic_geometry/chapters/ch37_projective_schemes/chapter.tex
Scalar curvature	definition	VII	VII/27	Ricci and Scalar Curvature	def:vii27-scalar	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex
Scaling rule	theorem	III	III/12	The Gaussian and Transform Calculus	thm:iii12-02	books/vol03_fourier_distributions_pde/chapters/ch12_the_gaussian_and_transform_calculus/chapter.tex
Schanuel lemma	theorem	V	V/24	Syzygies	thm:v24-02	books/vol05_commutative_algebra/chapters/ch24_syzygies/chapter.tex
Schouten tensor	definition	VII	VII/28	Weyl Curvature	def:vii28-schouten	books/vol07_differential_geometry/chapters/ch28_weyl_curvature/chapter.tex
Schreier index formula	theorem	VIII	VIII/14	Free Groups and Covering Graphs	thm:viii14-schreier-formula	books/vol08_algebraic_topology/chapters/ch14_free_groups_and_covering_graphs/chapter.tex
Schwartz convolution closure	theorem	III	III/14	The Schwartz Space	thm:iii14-03	books/vol03_fourier_distributions_pde/chapters/ch14_the_schwartz_space/chapter.tex
Schwarz lemma	theorem	IV	IV/17	Conformal Mapping	thm:iv17-02	books/vol04_complex_analysis/chapters/ch17_conformal_mapping/chapter.tex
Second Bianchi identity	theorem	VII	VII/26	The Riemann Curvature Tensor	thm:vii26-bianchi2	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex
Second countable	definition	VII	VII/01	Topological Manifolds	def:vii01-second-countable	books/vol07_differential_geometry/chapters/ch01_topological_manifolds/chapter.tex
Second fundamental form coefficients	definition	VII	VII/15	First and Second Fundamental Forms	def:vii15-efg	books/vol07_differential_geometry/chapters/ch15_first_and_second_fundamental_forms/chapter.tex
Section	definition	VIII	VIII/10	Covering Spaces	def:viii10-section	books/vol08_algebraic_topology/chapters/ch10_covering_spaces/chapter.tex
Section	definition	VIII	VIII/30	Vector Bundles and Clutching	def:viii30-section	books/vol08_algebraic_topology/chapters/ch30_vector_bundles_and_clutching/chapter.tex
Sectional curvature	definition	VII	VII/26	The Riemann Curvature Tensor	def:vii26-sectional	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex
Sections are determined by their germs	theorem	VI	VI/13	Sheaves and Stalks	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex
Sections embed in the function field	proposition	VI	VI/27	Integral Schemes and Function Fields	prop:vi27-sections-embed	books/vol06_algebraic_geometry/chapters/ch27_integral_schemes_function_fields/chapter.tex
Segre closed embedding and equations	theorem	VI	VI/38	Coherent and Quasi-Coherent Sheaves	thm:vi38-segre	books/vol06_algebraic_geometry/chapters/ch38_projective_morphisms_and_closed_embeddings/chapter.tex
Separated product forms	proposition	VII	VII/10	Orientation and Integration	prop:vii10-product-integral	books/vol07_differential_geometry/chapters/ch10_orientation_and_integration/chapter.tex
Sequential closedness	theorem	II	II/04	Open and Closed Sets	thm:ii04-02	books/vol02_real_analysis/chapters/ch04_open_and_closed_sets/chapter.tex
Sequential criterion	theorem	II	II/05	Metric Spaces and Continuity	thm:ii05-01	books/vol02_real_analysis/chapters/ch05_metric_spaces_and_continuity/chapter.tex
Shape operator	definition	VII	VII/16	The Gauss Map and Shape Operator	def:vii16-shape	books/vol07_differential_geometry/chapters/ch16_the_gauss_map_and_shape_operator/chapter.tex
Shared local formulas	proposition	VII	VII/30	Riemannian versus Lorentzian Geometry	prop:vii30-shared	books/vol07_differential_geometry/chapters/ch30_riemannian_versus_lorentzian_geometry/chapter.tex
Sheaf	definition	VI	VI/13	Sheaves and Stalks	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex
Sheaf of total quotient rings	definition	VI	VI/40	Cartier Divisors	def:vi40-total-quotient	books/vol06_algebraic_geometry/chapters/ch40_cartier_divisors/chapter.tex
Sheaf property	theorem	VI	VI/17	The Structure Sheaf	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/chapter.tex
Sheafification	definition	VI	VI/14	Sheafification	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex
Sheafification is a functor	proposition	VI	VI/14	Sheafification	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex
Shift	definition	VI	VI/34	Proj	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch34_graded_rings/chapter.tex
Short exact sequence	definition	VI	VI/16	Exact Sequences of Sheaves	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex
Short exact sequence of chain complexes	definition	VIII	VIII/16	Chain Complexes	def:viii16-short-exact	books/vol08_algebraic_topology/chapters/ch16_chain_complexes/chapter.tex
Short exact sequence of sheaves	definition	VI	VI/48	Exact Sequences and Cohomology	def:vi48-short-exact	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex
Side pairings for the modular domain	proposition	VII	VII/35	Fuchsian Groups	prop:vii35-modular-sides	books/vol07_differential_geometry/chapters/ch35_fuchsian_groups/chapter.tex
Sign restriction	proposition	VII	VII/18	Ruled and Developable Surfaces	prop:vii18-k-nonpositive	books/vol07_differential_geometry/chapters/ch18_ruled_and_developable_surfaces/chapter.tex
Signature	definition	VII	VII/29	Indefinite Metrics	def:vii29-signature	books/vol07_differential_geometry/chapters/ch29_indefinite_metrics/chapter.tex
Signature	definition	VIII	VIII/34	Intersection Forms	def:viii34-signature	books/vol08_algebraic_topology/chapters/ch34_intersection_forms/chapter.tex
Signature is locally constant	proposition	VII	VII/29	Indefinite Metrics	prop:vii29-local-constant	books/vol07_differential_geometry/chapters/ch29_indefinite_metrics/chapter.tex
Signs of normal curvature	proposition	VII	VII/17	Principal, Gaussian and Mean Curvature	prop:vii17-signs	books/vol07_differential_geometry/chapters/ch17_principal_gaussian_and_mean_curvature/chapter.tex
Similarity under basis change	theorem	I	I/07	Matrix Representation of Linear Maps	thm:i07-02	books/vol01_linear_algebra/chapters/ch07_matrix_representation_of_linear_maps/chapter.tex
Simple approximation	theorem	III	III/02	Measurable Functions	thm:iii02-03	books/vol03_fourier_distributions_pde/chapters/ch02_measurable_functions/chapter.tex
Simple curve	definition	VII	VII/12	Regular Curves	def:vii12-simple	books/vol07_differential_geometry/chapters/ch12_regular_curves/chapter.tex
Simple-pole formula	theorem	IV	IV/10	Residues and the Residue Theorem	thm:iv10-02	books/vol04_complex_analysis/chapters/ch10_residues_and_the_residue_theorem/chapter.tex
Simplicial chain group	definition	VIII	VIII/17	Simplicial and Singular Homology	def:viii17-simplicial-chain	books/vol08_algebraic_topology/chapters/ch17_simplicial_and_singular_homology/chapter.tex
Simplicial homology	definition	VIII	VIII/17	Simplicial and Singular Homology	def:viii17-simplicial-homology	books/vol08_algebraic_topology/chapters/ch17_simplicial_and_singular_homology/chapter.tex
Simplicial isomorphism	definition	VIII	VIII/15	Simplicial Complexes	def:viii15-simplicial-iso	books/vol08_algebraic_topology/chapters/ch15_simplicial_complexes/chapter.tex
Simplicial map	definition	VIII	VIII/15	Simplicial Complexes	def:viii15-simplicial-map	books/vol08_algebraic_topology/chapters/ch15_simplicial_complexes/chapter.tex
Simply connected	definition	VIII	VIII/09	Paths and Fundamental Groups	def:viii09-simply-connected	books/vol08_algebraic_topology/chapters/ch09_paths_and_fundamental_groups/chapter.tex
Simply connected domains lift	corollary	VIII	VIII/11	Lifting Properties	cor:viii11-simply-connected-domain	books/vol08_algebraic_topology/chapters/ch11_lifting_properties/chapter.tex
Simply connected logarithm theorem	theorem	IV	IV/14	Branches of the Logarithm and Roots	thm:iv14-02	books/vol04_complex_analysis/chapters/ch14_branches_of_the_logarithm_and_roots/chapter.tex
Simpson exactness	theorem	II	II/24	Numerical Quadrature	thm:ii24-02	books/vol02_real_analysis/chapters/ch24_numerical_quadrature/chapter.tex
Simultaneous homotopic attachments	theorem	VIII	VIII/08	Homotopic Attaching Maps	thm:viii08-simultaneous	books/vol08_algebraic_topology/chapters/ch08_homotopic_attaching_maps/chapter.tex
Single-valued lift	theorem	IV	IV/22	From Analytic Continuation to Riemann Surfaces	thm:iv22-03	books/vol04_complex_analysis/chapters/ch22_from_analytic_continuation_to_riemann_surfaces/chapter.tex
Singular base curve	proposition	VII	VII/18	Ruled and Developable Surfaces	prop:vii18-tangent-singular	books/vol07_differential_geometry/chapters/ch18_ruled_and_developable_surfaces/chapter.tex
Singular chains	definition	VIII	VIII/17	Simplicial and Singular Homology	def:viii17-singular-chain	books/vol08_algebraic_topology/chapters/ch17_simplicial_and_singular_homology/chapter.tex
Singular homology	definition	VIII	VIII/17	Simplicial and Singular Homology	def:viii17-singular-homology	books/vol08_algebraic_topology/chapters/ch17_simplicial_and_singular_homology/chapter.tex
Singular simplex	definition	VIII	VIII/17	Simplicial and Singular Homology	def:viii17-singular-simplex	books/vol08_algebraic_topology/chapters/ch17_simplicial_and_singular_homology/chapter.tex
Singular-value decomposition	theorem	I	I/18	Singular-Value Decomposition	thm:i18-01	books/vol01_linear_algebra/chapters/ch18_singular_value_decomposition/chapter.tex
Skeleton	definition	VIII	VIII/06	CW Complexes	def:viii06-skeleton	books/vol08_algebraic_topology/chapters/ch06_cw_complexes/chapter.tex
Skew symmetry in the first two entries	proposition	VII	VII/26	The Riemann Curvature Tensor	prop:vii26-skew12	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex
Skyscraper sheaf	definition	VI	VI/13	Sheaves and Stalks	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex
Smallest algebraic set containing a subset	proposition	VI	VI/01	Algebraic Sets	prop:vi01-smallest-algebraic	books/vol06_algebraic_geometry/chapters/ch01_algebraic_sets/chapter.tex
Smooth atlas	definition	VII	VII/02	Smooth Structures and Atlases	def:vii02-smooth-atlas	books/vol07_differential_geometry/chapters/ch02_smooth_structures_and_atlases/chapter.tex
Smooth compatibility	definition	VII	VII/02	Smooth Structures and Atlases	def:vii02-compatible	books/vol07_differential_geometry/chapters/ch02_smooth_structures_and_atlases/chapter.tex
Smooth differential form	definition	VII	VII/09	Differential Forms	def:vii09-smooth-form	books/vol07_differential_geometry/chapters/ch09_differential_forms/chapter.tex
Smooth function	definition	VII	VII/02	Smooth Structures and Atlases	def:vii02-smooth-function	books/vol07_differential_geometry/chapters/ch02_smooth_structures_and_atlases/chapter.tex
Smooth manifold with boundary	definition	VII	VII/11	Stokes' Theorem	def:vii11-boundary-manifold	books/vol07_differential_geometry/chapters/ch11_stokes_theorem/chapter.tex
Smooth map	definition	VII	VII/03	Smooth Maps and Diffeomorphisms	def:vii03-global-smooth	books/vol07_differential_geometry/chapters/ch03_smooth_maps_and_diffeomorphisms/chapter.tex
Smooth map at a point	definition	VII	VII/03	Smooth Maps and Diffeomorphisms	def:vii03-smooth-map	books/vol07_differential_geometry/chapters/ch03_smooth_maps_and_diffeomorphisms/chapter.tex
Smooth overlap maps	theorem	VII	VII/14	Regular Surfaces	thm:vii14-overlaps	books/vol07_differential_geometry/chapters/ch14_regular_surfaces/chapter.tex
Smooth plane cubic criterion	proposition	VI	VI/43	Plane Cubics	prop:vi43-smoothness	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex
Smooth section	definition	VII	VII/07	Vector Bundles	def:vii07-section	books/vol07_differential_geometry/chapters/ch07_vector_bundles/chapter.tex
Smooth structure	definition	VII	VII/02	Smooth Structures and Atlases	def:vii02-smooth-structure	books/vol07_differential_geometry/chapters/ch02_smooth_structures_and_atlases/chapter.tex
Smooth vector bundle	definition	VII	VII/07	Vector Bundles	def:vii07-vector-bundle	books/vol07_differential_geometry/chapters/ch07_vector_bundles/chapter.tex
Smoothness discriminant in short Weierstrass form	proposition	VI	VI/43	Plane Cubics	prop:vi43-discriminant	books/vol06_algebraic_geometry/chapters/ch43_plane_cubics/chapter.tex
Space form curvature	definition	VII	VII/26	The Riemann Curvature Tensor	def:vii26-space-form	books/vol07_differential_geometry/chapters/ch26_the_riemann_curvature_tensor/chapter.tex
Space forms are conformally flat	proposition	VII	VII/28	Weyl Curvature	prop:vii28-spaceform	books/vol07_differential_geometry/chapters/ch28_weyl_curvature/chapter.tex
Space-form contractions	theorem	VII	VII/27	Ricci and Scalar Curvature	thm:vii27-space-form	books/vol07_differential_geometry/chapters/ch27_ricci_and_scalar_curvature/chapter.tex
Spanning tree	definition	VIII	VIII/14	Free Groups and Covering Graphs	def:viii14-spanning-tree	books/vol08_algebraic_topology/chapters/ch14_free_groups_and_covering_graphs/chapter.tex
Special linear group	definition	VII	VII/33	Möbius Transformations and PSL(2,R)	def:vii33-sl2	books/vol07_differential_geometry/chapters/ch33_m_bius_transformations_and_psl_2_r/chapter.tex
Special unitary group	definition	VIII	VIII/13	SU(2) to SO(3)	def:viii13-su2	books/vol08_algebraic_topology/chapters/ch13_su2_to_so3/chapter.tex
Specialization and generalization	definition	VI	VI/09	Generic and Closed Points	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex
Specialization order	theorem	VI	VI/07	The Spectrum of a Ring	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch07_spectrum_of_a_ring/chapter.tex
Specialization order on a spectrum	theorem	VI	VI/09	Generic and Closed Points	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch09_generic_closed_points/chapter.tex
Spectral heat expansion	theorem	III	III/28	Spectral and Transform Methods for PDE	thm:iii28-02	books/vol03_fourier_distributions_pde/chapters/ch28_spectral_and_transform_methods_for_pde/chapter.tex
Spectral resolvent expansion	theorem	III	III/26	Sturm–Liouville Green Kernels	thm:iii26-03	books/vol03_fourier_distributions_pde/chapters/ch26_sturm_liouville_green_kernels/chapter.tex
Spectral theorem for the shape operator	theorem	VII	VII/16	The Gauss Map and Shape Operator	thm:vii16-spectral	books/vol07_differential_geometry/chapters/ch16_the_gauss_map_and_shape_operator/chapter.tex
Speed	definition	VII	VII/12	Regular Curves	def:vii12-speed	books/vol07_differential_geometry/chapters/ch12_regular_curves/chapter.tex
Sphere gluing	theorem	IV	IV/25	Construction by Gluing	thm:iv25-02	books/vol04_complex_analysis/chapters/ch25_construction_by_gluing/chapter.tex
Split exact complexes contract	theorem	VIII	VIII/23	Chain Contractions	thm:viii23-split	books/vol08_algebraic_topology/chapters/ch23_chain_contractions/chapter.tex
Split exact sequences split in cohomology	corollary	VI	VI/48	Exact Sequences and Cohomology	cor:vi48-split	books/vol06_algebraic_geometry/chapters/ch48_exact_sequences_and_cohomology/chapter.tex
Splitting criterion	theorem	V	V/09	Modules and Exact Sequences	thm:v09-02	books/vol05_commutative_algebra/chapters/ch09_modules_and_exact_sequences/chapter.tex
Splitting criterion	theorem	V	V/13	Free and Projective Modules	thm:v13-02	books/vol05_commutative_algebra/chapters/ch13_free_and_projective_modules/chapter.tex
Square-root existence	theorem	II	II/01	The Real Number System and Completeness	thm:ii01-03	books/vol02_real_analysis/chapters/ch01_the_real_number_system_and_completeness/chapter.tex
Stability under perturbation	theorem	II	II/16	Contraction Mappings	thm:ii16-03	books/vol02_real_analysis/chapters/ch16_contraction_mappings/chapter.tex
Stalk	definition	VI	VI/13	Sheaves and Stalks	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex
Stalk formula	theorem	VI	VI/17	The Structure Sheaf	thm:vi17-stalk	books/vol06_algebraic_geometry/chapters/ch17_structure_sheaf/chapter.tex
Stalk formula	proposition	VI	VI/35	Projective Space	prop:vi35-stalk	books/vol06_algebraic_geometry/chapters/ch35_proj/chapter.tex
Stalk preservation	theorem	VI	VI/14	Sheafification	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch14_sheafification/chapter.tex
Stalks of a quotient	theorem	VI	VI/15	Kernels, Images and Quotients of Sheaves	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch15_kernels_images_quotients/chapter.tex
Stalks of an associated graded sheaf	proposition	VI	VI/35	Projective Space	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch35_proj/chapter.tex
Stalkwise criterion	theorem	VI	VI/33	Graded Rings	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch33_o_x_modules_quasicoherent/chapter.tex
Stalkwise criterion for exactness	theorem	VI	VI/16	Exact Sequences of Sheaves	thm:vi16-stalkwise-exact	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex
Stalkwise isomorphism criterion	theorem	VI	VI/13	Sheaves and Stalks	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch13_sheaves_stalks/chapter.tex
Stalkwise isomorphism criterion	corollary	VI	VI/16	Exact Sequences of Sheaves	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch16_exact_sequences_sheaves/chapter.tex
Standard affine atlas	theorem	VI	VI/36	Projective Schemes	thm:vi36-standard-atlas	books/vol06_algebraic_geometry/chapters/ch36_projective_space/chapter.tex
Standard open	definition	VI	VI/35	Projective Space	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch35_proj/chapter.tex
Standard opens form a basis	corollary	VI	VI/35	Projective Space	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch35_proj/chapter.tex
Standard-open calculus	proposition	VI	VI/35	Projective Space	UNLABELLED	books/vol06_algebraic_geometry/chapters/ch35_proj/chapter.tex
Star as a cone	proposition	VIII	VIII/15	Simplicial Complexes	prop:viii15-star-cone	books/vol08_algebraic_topology/chapters/ch15_simplicial_complexes/chapter.tex
Star-shaped set	definition	VIII	VIII/02	Homotopy Equivalence and Contractibility	def:viii02-star	books/vol08_algebraic_topology/chapters/ch02_homotopy_equivalence_and_contractibility/chapter.tex
