solution_id	source_id	solution_source_file	solution_line_range	solution_kind	source_problem_number	linked_problem_id	link_status	reconciliation_status	reconciliation_method	reconciliation_confidence	candidate_problem_ids	solution_text_hash	solution_semantic_unit_id	refinement_status	refinement_method	editorial_resolution_status	editorial_resolution_method	previous_linked_problem_id	structural_relink_status	structural_relink_method	previous_candidate_problem_ids	editorial_note	editorial_decision	editorial_rationale
IMP-M2-E2BE0561BD-S024	IMP-M2-E2BE0561BD	MATH-ALLS-2/theory-of-differential-geometry-2.tex	L2414-L2461	SOLUTION	8(b)	IMP-M2-E2BE0561BD-P024	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-E2BE0561BD-P024	19b1e97ba076ffddbb56f0357ae39f3090bb3ba461189dcb9ae25fb68b1214c5	SOLSEM-9FEDC771311F											
IMP-M2-E2BE0561BD-S025	IMP-M2-E2BE0561BD	MATH-ALLS-2/theory-of-differential-geometry-2.tex	L3012-L3037	SOLUTION	9(a)	IMP-M2-E2BE0561BD-P026	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-E2BE0561BD-P026	cd4b1bcb3f1af17f5792dc45ddfaebd03ad58e4767202090cbf38b5c6e362829	SOLSEM-068F680B5D4B											
IMP-M2-E2BE0561BD-S026	IMP-M2-E2BE0561BD	MATH-ALLS-2/theory-of-differential-geometry-2.tex	L3047-L3070	SOLUTION	9(b)	IMP-M2-E2BE0561BD-P027	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-E2BE0561BD-P027	8784688f36e0f85cab2e674dd9613425e7073b0abf2c637012936b25eeaed21a	SOLSEM-5B09E6EE960B											
IMP-M2-E2BE0561BD-S027	IMP-M2-E2BE0561BD	MATH-ALLS-2/theory-of-differential-geometry-2.tex	L3390-L3467	SOLUTION	10	IMP-M2-E2BE0561BD-P029	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-E2BE0561BD-P029	cd5b6607b5a498ff8d3213a2da8ddd7a4e8ee4f4a534cfa112c6d0da5ec577b6	SOLSEM-4D688DEC82EB											
IMP-M2-E2BE0561BD-S028	IMP-M2-E2BE0561BD	MATH-ALLS-2/theory-of-differential-geometry-2.tex	L3735-L3756	SOLUTION	11	IMP-M2-E2BE0561BD-P031	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-E2BE0561BD-P031	50a963b52b44c98da4e03d18ad525b9e1ad57f367cfa39867775abadf1342348	SOLSEM-089BD28EED08											
IMP-M2-F95E4E8DC6-S001	IMP-M2-F95E4E8DC6	MATH-ALLS-2/theory-of-disitrbutions.tex	L490-L539	SOLUTION	1.2	IMP-M2-F95E4E8DC6-R000471-5D5C397A	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-F95E4E8DC6-R000471-5D5C397A	99c5e147fd271cf208eabfff0d1b3b0b6da541a176421bcbb12dfe872b134820	SOLSEM-9CADBEFE02ED					IMP-M2-F95E4E8DC6-P002	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-M2-2850FB9A8A-S001	IMP-M2-2850FB9A8A	MATH-ALLS-2/theory-of-geometry-1.tex	L197-L274	SOLUTION	1	IMP-M2-2850FB9A8A-P001	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2850FB9A8A-P001	312026427ff1e5df4930f15ea9641380cee4a382e91b3c06e3d893961df26f82	SOLSEM-B961FC841CD2											
IMP-M2-2850FB9A8A-S002	IMP-M2-2850FB9A8A	MATH-ALLS-2/theory-of-geometry-1.tex	L339-L389	SOLUTION		IMP-M2-2850FB9A8A-P005	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2850FB9A8A-P005	f19bca198daab4351713f43d8f0245ae294e1581948a2f72e743c5ded5d6057f	SOLSEM-C08E4FAB08DD											
IMP-M2-2850FB9A8A-S003	IMP-M2-2850FB9A8A	MATH-ALLS-2/theory-of-geometry-1.tex	L454-L471	SOLUTION		IMP-M2-2850FB9A8A-P006	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2850FB9A8A-P006	d8648e69e7d8f1b5a2ae816bc5bc9f571f3aea4eafd6dcaf42f2d3a387a838d7	SOLSEM-563E9681F8A2											
IMP-M2-2850FB9A8A-S004	IMP-M2-2850FB9A8A	MATH-ALLS-2/theory-of-geometry-1.tex	L599-L622	SOLUTION	5	IMP-M2-2850FB9A8A-P008	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2850FB9A8A-P008	65aa44fcfc1382c995786706d37ecfc48ba56df6cdb6e3e8db19fb9cb1aad77b	SOLSEM-A3B888299C42											
IMP-M2-2850FB9A8A-S005	IMP-M2-2850FB9A8A	MATH-ALLS-2/theory-of-geometry-1.tex	L632-L667	SOLUTION	6	IMP-M2-2850FB9A8A-P009	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2850FB9A8A-P009	dab951f2c25c5cd1af64e7cab33b92cd6b404e578bc649d72e1ece9f53598170	SOLSEM-396507AC8356											
IMP-M2-2850FB9A8A-S006	IMP-M2-2850FB9A8A	MATH-ALLS-2/theory-of-geometry-1.tex	L849-L909	SOLUTION	8	IMP-M2-2850FB9A8A-P016	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2850FB9A8A-P016	b1a3ce77698f4565b5f2559c6ec28894b93a392d34b20cb713f66d80f0a08d0b	SOLSEM-C84F8BB46811											
IMP-M2-2850FB9A8A-S007	IMP-M2-2850FB9A8A	MATH-ALLS-2/theory-of-geometry-1.tex	L2387-L2455	SOLUTION		IMP-M2-2850FB9A8A-P025	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2850FB9A8A-P025	1f4858a3283f62dd23dca8c97f2f1aef1468caa0de30782b3d8bd3fed40f4333	SOLSEM-65FF6E2FEE8E											
IMP-M2-0384991A85-S001	IMP-M2-0384991A85	MATH-ALLS-2/theory-of-geometry-2.tex	L220-L331	SOLUTION		IMP-DL-40BD8D3E26-ORR000180-64C4780C	UNRESOLVED_AMBIGUOUS	RESOLVED_SOURCE_GROUNDED_EDITORIAL_LINK	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-40BD8D3E26-ORR000180-64C4780C	75b392943bf2646648192e235512d41fde4f652ad79220a63b9e13b2a34e6667	SOLSEM-AD6A0593A50F										ACCEPT	Source-grounded P2/P3 review: solution matches exact current or recovered source statement.
IMP-M2-0384991A85-S002	IMP-M2-0384991A85	MATH-ALLS-2/theory-of-geometry-2.tex	L883-L957	SOLUTION	2	IMP-M2-0384991A85-P006	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-0384991A85-P006	6f01d197c53f9c9239952f2e89bd0e7e5508df6bc20f66347e7710322317d0e7	SOLSEM-D8D299FBBDDA											
IMP-M2-0384991A85-S003	IMP-M2-0384991A85	MATH-ALLS-2/theory-of-geometry-2.tex	L962-L992	SOLUTION	3	IMP-M2-0384991A85-P007	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-0384991A85-P007	ae6f2157e130f85d6367903976dcb3ea7085d94517b7b33a92d48fc8eb944c26	SOLSEM-FBC9C4AE6CE1											
IMP-M2-80D8AED0FF-S001	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L372-L403	SOLUTION	9.	IMP-M2-80D8AED0FF-P002	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-P002	c096fb51e7b553d5bc0a710925653caff1e5c32e50cabb7af0ddda420226736f	SOLSEM-969CE12DCAF0											
IMP-M2-80D8AED0FF-S002	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L627-L661	SOLUTION	10.	IMP-M2-80D8AED0FF-P006	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-P006	a2bce3ed2f82d807fe0019de9afa2f68472c4a93fffabcd525ba468047b639d5	SOLSEM-C3447B8CA994											
IMP-M2-80D8AED0FF-S003	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L700-L726	SOLUTION	11.	IMP-M2-80D8AED0FF-P009	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-P009	68c9ef34efc3585c05bd03d581387d1374ebe2199827aa787a85abf6232fefb2	SOLSEM-225ABDAC418B											
IMP-M2-80D8AED0FF-S004	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L986-L1070	SOLUTION	12	IMP-M2-80D8AED0FF-P013	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-P013	567197f696dfbab390d14c92ca63346fef2d92a822e0968fa99bfcad214260d9	SOLSEM-E9172EC18189											
IMP-M2-80D8AED0FF-S005	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L1158-L1206	SOLUTION	1	IMP-M2-80D8AED0FF-P015	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-P015	1e55e8e32079d54f02c086002e359244bb6edc7e33e6be22170a59dce6a87adc	SOLSEM-7B57F8774E07											
IMP-M2-80D8AED0FF-S006	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L1213-L1261	SOLUTION	2	IMP-M2-80D8AED0FF-P016	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-P016	b788462f22c0912a1379f625f1b556b5e169c8cbf2b6e230fca5c83ebc27e7e9	SOLSEM-803AED633156											
IMP-M2-80D8AED0FF-S007	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L1292-L1317	SOLUTION	3	IMP-M2-80D8AED0FF-R001262-12CA33D2	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-R001262-12CA33D2	ff6c9e465e0838a5841ce823e317e7b48eeeedfda506e8f803c410a539cae3df	SOLSEM-2A0E1A52C0EE					IMP-M2-80D8AED0FF-P017	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-M2-80D8AED0FF-S008	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L1318-L1328	SOLUTION	3	IMP-M2-80D8AED0FF-R001262-12CA33D2	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-R001262-12CA33D2	b38457abe959aa66a95b414f4c8b214471b7f3956387a62ab27f4605665cf380	SOLSEM-C9373CBFF81A					IMP-M2-80D8AED0FF-P017	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-M2-80D8AED0FF-S009	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L2187-L2229	SOLUTION	4	IMP-M2-80D8AED0FF-P018	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-P018	be288599447b16042ab7b29b64fe62c55be8c02b323a2843f6d4d86bbe856f29	SOLSEM-32AA005A88D3											
IMP-M2-80D8AED0FF-S010	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L2230-L2245	SOLUTION	4	IMP-M2-80D8AED0FF-P018	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-P018	34dda78aba4f3086da72d3e48b35717fcecffc6e385993be8def0c31f9997f7f	SOLSEM-E14F99ACDBF2											
IMP-M2-80D8AED0FF-S011	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L2764-L2803	SOLUTION	6	IMP-M2-80D8AED0FF-P019	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-P019	a216fe3d7bfbdef8971dff0e6fd047513fa630684de77666285c24e0937598b6	SOLSEM-F90D46732623											
IMP-M2-80D8AED0FF-S012	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L2850-L2873	SOLUTION	7	IMP-M2-80D8AED0FF-P020	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-P020	bcf48c7d250c4de904903cc7b11332a0dc341e47a9c2913e6877d934d695c909	SOLSEM-D4AAA2AF80B0											
IMP-M2-80D8AED0FF-S013	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L3138-L3172	SOLUTION	10.	IMP-M2-80D8AED0FF-P023	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-P023	a20cb45dd4f3caf34765080055bdf5672ab89a98d65665470abb8d26e4218cbb	SOLSEM-5B66B761960C											
IMP-M2-80D8AED0FF-S014	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L4232-L4315	SOLUTION	11.	IMP-M2-80D8AED0FF-P031	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-P031	4ea34e2fdcd92c07afea620c0ebd8b37cebd0fce4c073b070eb9f1a168080cf8	SOLSEM-28F86BD3DD6E											
IMP-M2-80D8AED0FF-S015	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L4338-L4471	SOLUTION	12.	IMP-M2-80D8AED0FF-P032	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-P032	ed036ff2e13fa25eeeb16a7f86bd7bde449bda4c8e5637ef9313192f28999f12	SOLSEM-C8CCE807AF06											
IMP-M2-80D8AED0FF-S016	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L4691-L4812	SOLUTION	13.	IMP-M2-80D8AED0FF-P034	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-P034	8114a43b86133689f25c4a65607befb1c9f5c7c25965635a13bea649b9d93ccb	SOLSEM-640565A5FCFA											
IMP-M2-80D8AED0FF-S017	IMP-M2-80D8AED0FF	MATH-ALLS-2/theory-of-geometry-3.tex	L4886-L4913	SOLUTION	14.	IMP-M2-80D8AED0FF-P036	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-80D8AED0FF-P036	7de814bc4645571f5fb8006b62de0e87f21a467c9011881c7ad4067b2adc3bb7	SOLSEM-EC76C4A5A111											
IMP-M2-2D41E1011A-S001	IMP-M2-2D41E1011A	MATH-ALLS-2/theory-of-geometry-4.tex	L226-L296	SOLUTION	1	IMP-M2-2D41E1011A-P001	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2D41E1011A-P001	bf1cc9711332321e877b227020dff6dedaf793a99ab637b8e8afeccd3b854988	SOLSEM-341355003D52											
IMP-M2-2D41E1011A-S002	IMP-M2-2D41E1011A	MATH-ALLS-2/theory-of-geometry-4.tex	L374-L415	SOLUTION	2	IMP-M2-2D41E1011A-P002	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2D41E1011A-P002	4162db917bf33c3a33ad8cb03fe50456d4fccc126af3d593c34e89f3c9afc5da	SOLSEM-886B929120A5											
IMP-M2-2D41E1011A-S003	IMP-M2-2D41E1011A	MATH-ALLS-2/theory-of-geometry-4.tex	L481-L544	SOLUTION	3	IMP-M2-2D41E1011A-P003	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2D41E1011A-P003	4060e1efeb0b199e24c33886c2005c3c54581a3ffaa378d1f8f0105e8098ad36	SOLSEM-1150CFD11987											
IMP-M2-2D41E1011A-S004	IMP-M2-2D41E1011A	MATH-ALLS-2/theory-of-geometry-4.tex	L736-L761	SOLUTION	4	IMP-M2-2D41E1011A-P004	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2D41E1011A-P004	3f5902cff25449300aaae7178ceec324f7d342afa8c8e1eee4f9a302a6ca063a	SOLSEM-73F3287554EF											
IMP-M2-2D41E1011A-S005	IMP-M2-2D41E1011A	MATH-ALLS-2/theory-of-geometry-4.tex	L871-L901	SOLUTION	5	IMP-M2-2D41E1011A-P005	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2D41E1011A-P005	9a0dce87f08b995d3167a9f199a518cf3b90265731149ca1a522ceaf784d7691	SOLSEM-15DBD015CE24											
IMP-M2-2D41E1011A-S006	IMP-M2-2D41E1011A	MATH-ALLS-2/theory-of-geometry-4.tex	L1263-L1293	SOLUTION	6	IMP-M2-2D41E1011A-R001242-FD6EE5E3	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2D41E1011A-R001242-FD6EE5E3	b1e3f3738185f23c96551accc1008c0aae2c71a787fd244b8a98ab4db18fa7ee	SOLSEM-8B5AA2FF0EC7					IMP-M2-2D41E1011A-P006	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-M2-2D41E1011A-S007	IMP-M2-2D41E1011A	MATH-ALLS-2/theory-of-geometry-4.tex	L1683-L1725	SOLUTION	7	IMP-M2-2D41E1011A-P007	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2D41E1011A-P007	79fe1666f1fb82aa266007a3d65b1f634886c36a82892f3fdac6b462e887c247	SOLSEM-CF1852BB6EBE											
IMP-M2-2D41E1011A-S008	IMP-M2-2D41E1011A	MATH-ALLS-2/theory-of-geometry-4.tex	L1743-L1791	SOLUTION	8	IMP-M2-2D41E1011A-P008	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2D41E1011A-P008	1b2d5ba04fd85e946a2b7b282bae2902e3b73a359e28eb2941216f31f5d05568	SOLSEM-6427CB36DBAA											
IMP-M2-2D41E1011A-S009	IMP-M2-2D41E1011A	MATH-ALLS-2/theory-of-geometry-4.tex	L1814-L1855	SOLUTION	9	IMP-M2-2D41E1011A-P009	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2D41E1011A-P009	c9a235223d24484dcfa949f1b4424c106ce8b1d1ea804bb597c4b873eb9cd0e9	SOLSEM-3671AAD8282D											
IMP-M2-2D41E1011A-S010	IMP-M2-2D41E1011A	MATH-ALLS-2/theory-of-geometry-4.tex	L1879-L1952	SOLUTION	10	IMP-M2-2D41E1011A-R001865-F7724A70	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2D41E1011A-R001865-F7724A70	281ffda3f095b976dac39b8dd13253d88e10122bd63c26787bde0473031aeb7f	SOLSEM-F81EBDD9AC68					IMP-M2-2D41E1011A-P010	RELINKED	SAME_FILE_NEAREST_PRECEDING_CHILD				
IMP-M2-2D41E1011A-S011	IMP-M2-2D41E1011A	MATH-ALLS-2/theory-of-geometry-4.tex	L2531-L2612	SOLUTION	11	IMP-M2-2D41E1011A-P011	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-2D41E1011A-P011	a6ecf5b187470eb09d4fc1ff006ea5ae2a47e036457c262f97642a1fbc54eefa	SOLSEM-9347EC77E71E											
IMP-M2-355EA0996F-S001	IMP-M2-355EA0996F	MATH-ALLS-2/theory-of-geometry-II.tex	L2244-L2390	SOLUTION	8	IMP-M2-355EA0996F-P010	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-355EA0996F-P010	5eb5ba16eccafff744e9f77c846d9fa8f749627457d3b03a82058ffd6dbd41f7	SOLSEM-8D32F2528A8F											
IMP-M2-355EA0996F-S002	IMP-M2-355EA0996F	MATH-ALLS-2/theory-of-geometry-II.tex	L2438-L2501	SOLUTION			UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-DL-98972A6B93-P005;IMP-DL-98972A6B93-R001713-2DDF0825;IMP-DL-98972A6B93-P011;IMP-DL-98972A6B93-P017;IMP-DL-98972A6B93-P006;IMP-DL-98972A6B93-R001719-B0D07024;IMP-DL-98972A6B93-P010;IMP-M2-2850FB9A8A-P005	93518372864e038f9a0678fdeeffa0455064e97ca87a71073a2094ffa409b75d	SOLSEM-DFADE3F604D1											
IMP-M2-355EA0996F-S003	IMP-M2-355EA0996F	MATH-ALLS-2/theory-of-geometry-II.tex	L2762-L2810	SOLUTION	E2	IMP-M2-355EA0996F-P024	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-355EA0996F-P024	4cf0eafa4205996e3413eea1deff234352461f980de154f89b489b94f38d3122	SOLSEM-AC3C28B8AEA9											
IMP-M2-355EA0996F-S004	IMP-M2-355EA0996F	MATH-ALLS-2/theory-of-geometry-II.tex	L3133-L3322	SOLUTION		IMP-M2-355EA0996F-P042	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-355EA0996F-P042	4e3d44dd4be1ce05ac945e7869bdcb051aa09e67863f53fcffdc19ccc429270f	SOLSEM-81F41A97A8FC											
IMP-M2-355EA0996F-S005	IMP-M2-355EA0996F	MATH-ALLS-2/theory-of-geometry-II.tex	L3357-L3394	SOLUTION	1	IMP-M2-355EA0996F-P043	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-355EA0996F-P043	b04b67ddf297a8c0bd0e4066c654542e4d8acfd08986627bfabf9c0558af5e0a	SOLSEM-5D0C77D3DFF2											
IMP-M2-155017A9AF-S001	IMP-M2-155017A9AF	MATH-ALLS-2/theory-of-geometry-III.tex	L488-L542	SOLUTION	3	IMP-M2-155017A9AF-P003	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-155017A9AF-P003	413f22f6239a911e9214d8fb506a26397f24d793e253179137163fc1ba1d44c7	SOLSEM-69512336DD71											
IMP-M2-155017A9AF-S002	IMP-M2-155017A9AF	MATH-ALLS-2/theory-of-geometry-III.tex	L559-L607	SOLUTION	4	IMP-M2-155017A9AF-R000543-508E43E3	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-155017A9AF-R000543-508E43E3	01348ac343a9be5c53939ff50a4046c295376499c2261c3ef2dcb4cfa3df2252	SOLSEM-25A8B9A5B8BB					IMP-M2-155017A9AF-P004	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-M2-155017A9AF-S003	IMP-M2-155017A9AF	MATH-ALLS-2/theory-of-geometry-III.tex	L618-L827	SOLUTION	4	IMP-M2-155017A9AF-R000543-508E43E3	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-155017A9AF-R000543-508E43E3	6ed7c97f2e56dc5eaf18f49671873269ab59c13dfca53dd06efe92efd9dbc905	SOLSEM-08B71F64DC99					IMP-M2-155017A9AF-P004	RELINKED	UNIQUE_SOURCE_NUMBER				
IMP-M2-155017A9AF-S004	IMP-M2-155017A9AF	MATH-ALLS-2/theory-of-geometry-III.tex	L1307-L1421	SOLUTION	7		UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M2-155017A9AF-R001264-06242D7A;IMP-DL-14663C23F1-R001264-06242D7A;IMP-M2-80D8AED0FF-P020;IMP-M2-F4C85D52DC-P036;IMP-DL-E88547CF67-P020;IMP-M2-721AD91C7F-P033;IMP-M2-2D41E1011A-P007;IMP-M2-2850FB9A8A-P015	143a31a9d8eb812657a97a6cd4bef10f4cee683b6ededf01a463089c546225ce	SOLSEM-CE63E5676102											
IMP-M2-721AD91C7F-S001	IMP-M2-721AD91C7F	MATH-ALLS-2/theory-of-geometry-IV.tex	L750-L810	SOLUTION	1	IMP-M2-721AD91C7F-P005	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-721AD91C7F-P005	83b96b4f148a2305aa2a62dbcf3ea03669724ffb192e6ce213f24a1c7e20ceab	SOLSEM-2E3C5B8FA9E9											
IMP-M2-721AD91C7F-S002	IMP-M2-721AD91C7F	MATH-ALLS-2/theory-of-geometry-IV.tex	L811-L832	SOLUTION	2		UNRESOLVED_AMBIGUOUS	UNRESOLVED_AMBIGUOUS	AMBIGUOUS_CANDIDATES	REVIEW	IMP-M2-355EA0996F-R003395-D9B81AC5;IMP-M2-2D41E1011A-P002;IMP-M2-80D8AED0FF-P016;IMP-M2-2850FB9A8A-P027;IMP-DL-98972A6B93-R003395-D9B81AC5;IMP-DL-7A55205E2C-P002;IMP-DL-E88547CF67-P016;IMP-M2-F4C85D52DC-P010	231cbee78dddff7543f243b5ec0abbee1f7c2b22f3bb2ecf94c8bee31e0754c6	SOLSEM-EAF3CE18ED2B											
IMP-M2-721AD91C7F-S003	IMP-M2-721AD91C7F	MATH-ALLS-2/theory-of-geometry-IV.tex	L1250-L1259	SOLUTION	1	IMP-M2-721AD91C7F-P005	LINKED_SAME_FILE	RESOLVED_EXISTING_LINK	STRUCTURAL_SAME_FILE	HIGH	IMP-M2-721AD91C7F-P005	1be09cc1b901fa72654bec36263d8495703a465f5685f4a01990512be888d939	SOLSEM-11A6AA1A690F											
